Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.02,0.13,,,,,,
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.01,0.09,0,0.03,0.13,,,,,,
WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.07,,,,,,
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,0.05,0,0.01,0.06,,,,,,
SBK 2011: FIM Superbike World Championship,PC,2011,Racing,Black Bean Games,0,0.03,0,0.01,0.03,,,,,,
WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,0,0.02,0,0,0.02,,,,,,
Driving Simulator 2011,PC,2011,Racing,N/A,0,0.01,0,0,0.01,,,,,,
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.46,0.06,0.58,2.81,,,,,,
Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.33,0.45,0.01,0.22,1.01,,,,,,
Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.33,0,0.05,0.58,,,,,,
Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,0.19,0.26,0.02,0.04,0.51,,,,,,
Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,0.08,0.3,0.01,0.09,0.49,,,,,,
Sonic & All-Stars Racing Transformed,PSV,2012,Racing,Sega,0.09,0.2,0,0.09,0.38,,,,,,
Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,0.12,0.14,0,0.02,0.29,,,,,,
Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0,0,0,0.05,,,,,,
Turbo Trainz,Wii,2012,Racing,Mastertronic,0,0.01,0,0,0.01,,,,,,
Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.13,0.12,0,0.02,0.27,,,,,,
Sonic & All-Stars Racing Transformed,PC,2013,Racing,Sega,0,0.01,0,0,0.01,,,,,,
Winning Post 8 ,PS3,2014,Racing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
Winning Post 8 ,PSV,2014,Racing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.5,1.5,0.05,0.37,2.43,,,,,,
Need for Speed (2015),XOne,2015,Racing,Electronic Arts,0.3,0.33,0,0.06,0.69,,,,,,
Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.03,0.29,0.01,0.05,0.39,,,,,,
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.03,0.08,0,0.01,0.12,,,,,,
MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0,0.01,0.09,,,,,,
MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.03,0.02,0,0.01,0.06,,,,,,
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,0.03,0,0,0.03,,,,,,
F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0,0.03,0,0,0.03,,,,,,
MXGP 2,PC,2016,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,,,,,,
Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment,0.15,0.09,0,0.04,0.29,62,51,6.4,69,SCEA,E
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0,0.03,0.17,72,20,6,29,Bugbear,T
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0,0.01,0.11,71,59,7.7,56,Bugbear,T
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02,72,9,6,83,Bugbear,T
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79,51,7.2,244,RedLynx,E10+
Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24,80,28,7.1,158,RedLynx,E10+
Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03,80,12,6.8,97,RedLynx,E10+
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91,83,8.2,617,Turn 10,E
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,79,76,5.9,1095,Turn 10,E
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87,85,7.9,863,Turn 10,E
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0,0.01,0.09,48,13,5,20,Ubisoft,M
DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,,,,,Virtuos,E
Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24,Gameloft,E10+
Mario Kart 8,WiiU,2014,Racing,Nintendo,3.15,2.15,1.28,0.51,7.09,88,82,9.1,1599,Nintendo,E
Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.09,0.03,0,0.01,0.13,,,,,Tantatus,E
18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia,0.08,0.02,0,0.01,0.11,,,8.3,10,ValuSoft,E
Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08,82,19,8.5,525,Black Box,T
Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83,54,8.5,134,EA Canada,T
NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0,0,0.02,0.3,62,24,4.1,14,Eutechnyx,E
NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0,0,0.02,0.27,62,16,3.7,15,Eutechnyx,E
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.21,0,0,0.01,0.22,42,5,3.1,9,Eutechnyx,E
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1,72,7,3.4,27,Eutechnyx,E
NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01,0.08,76,4,4.5,15,Eutechnyx,E
NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0,0,0.02,0.11,67,7,4.6,20,Eutechnyx,E
Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0,0,0,0.07,47,4,8.6,9,Zoo Games,E10+
Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0,0,0,0.02,,,,,Zoo Games,E
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,,,,,Activision,E
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.12,,,,,Activision,E
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,0.06,0.03,0,0.02,0.12,,,,,Activision,E
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0,0.06,,,,,Activision,E
F1 2011,PS3,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82,36,7.1,55,Codemasters,E
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122,Codemasters,T
F1 2011,X360,2011,Racing,Codemasters,0.11,0.5,0.01,0.09,0.72,84,61,7.1,54,Codemasters,E
DiRT 3,X360,2011,Racing,Codemasters,0.23,0.4,0.01,0.08,0.72,87,81,7.1,166,Codemasters,T
F1 2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,0.19,83,10,7.2,83,Codemasters,E
F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0,0.02,0.16,59,15,6.8,13,Codemasters,E
DiRT 3,PC,2011,Racing,Codemasters,0,0.13,0,0.03,0.15,86,23,6.9,433,Codemasters,T
F1 2011,PSV,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66,27,6.2,25,Codemasters,E
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81,23,7.5,54,Codemasters,E
F1 2012,X360,2012,Racing,Codemasters,0.1,0.34,0,0.05,0.49,84,42,6.9,56,Codemasters,E
F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.19,0,0.06,0.32,61,27,5.6,34,Codemasters,E
F1 Race Stars,X360,2012,Racing,Codemasters,0.07,0.17,0,0.02,0.27,64,33,5.7,22,Codemasters,E
DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0,0.02,0.23,75,53,6.4,53,Codemasters,E10+
DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0,0.03,0.18,75,27,6.3,43,Codemasters,E10+
F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0,0.02,0.15,80,15,6.9,115,Codemasters,E
F1 Race Stars,PC,2012,Racing,Codemasters,0,0.02,0,0,0.02,62,8,5.4,46,Codemasters,E
GRID 2,PS3,2013,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82,20,6.6,173,Codemasters,E
F1 2013,X360,2013,Racing,Codemasters,0.01,0.27,0,0.02,0.3,79,29,6.6,33,Codemasters,E
GRID 2,X360,2013,Racing,Codemasters,0.08,0.16,0,0.03,0.27,78,51,5.8,156,Codemasters,E
GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,80,17,5.7,571,Codemasters,E
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75,35,6.8,62,Codemasters,E
GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.05,0,0.01,0.09,75,15,6,56,Codemasters,E
GRID Autosport,PC,2014,Racing,Codemasters,0,0.02,0,0,0.02,78,35,6.2,257,Codemasters,E
F1 2015,PS4,2015,Racing,Codemasters,0.09,0.45,0.03,0.1,0.66,65,46,6.3,43,Codemasters,E
F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0,0.02,0.25,64,13,5.3,22,Codemasters,E
F1 2015,PC,2015,Racing,Codemasters,0,0.05,0,0,0.05,61,13,3.6,63,Codemasters,E
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0,0.05,0.37,85,46,8.1,196,Codemasters,E
DiRT Rally,XOne,2016,Racing,Codemasters,0.04,0.08,0,0.01,0.12,86,17,8,60,Codemasters,E
DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03,86,33,8.7,288,Codemasters,E
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0,0,0.02,0.17,65,4,5.1,14,Deep Silver,E
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,667,Ghost Games,E10+
Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.27,80,6,4.9,123,Ghost Games,E10+
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76,12,5.4,107,Ghost Games,E10+
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.46,0.17,0,0.07,0.69,75,18,5.8,175,Ghost Games,E10+
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0,0.02,0.25,76,16,3.3,546,Ghost Games,E10+
Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0,0,0.01,0.09,65,5,8.8,8,Isopod Labs,E10+
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08,67,5,6.8,4,Isopod Labs,E10+
Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,0.07,0,0,0,0.07,,,,,Isopod Labs,E10+
The Crew,X360,2014,Racing,Ubisoft,0.06,0.14,0,0.02,0.22,,,6.4,94,Ivory Tower,T
Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0,0.04,60,10,6.4,17,Avalon Style,
NASCAR Unleashed,3DS,2011,Racing,Activision,0.18,0,0,0.01,0.19,,,,,Firebrand Games,E
NASCAR Unleashed,Wii,2011,Racing,Activision,0.17,0,0,0.01,0.18,,,,,Firebrand Games,E
NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01,0.12,,,,,Firebrand Games,E
NASCAR Unleashed,PS3,2011,Racing,Activision,0.09,0,0,0.01,0.1,,,,,Firebrand Games,E
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.03,0.18,73,28,6.4,26,Milestone S.r.l,E
MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.05,0.05,0,0.02,0.11,,,,,Milestone S.r.l,E
MotoGP 14 ,X360,2014,Racing,Milestone S.r.l.,0.04,0.03,0,0.01,0.08,,,,,Milestone S.r.l,E
MotoGP 14 ,PSV,2014,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,,,7.5,4,Milestone S.r.l,E
Ride,PS4,2015,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.22,66,30,7,47,Milestone S.r.l,E
MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0,0.12,0.03,0.02,0.17,66,15,,,Milestone S.r.l,
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0,0.01,0.1,54,9,5.3,17,Milestone S.r.l,E
MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0,0.02,0.03,0,0.05,,,,,Milestone S.r.l,E10+
Ride,PS3,2015,Racing,Milestone S.r.l.,0,0.03,0.01,0.01,0.05,,,4.8,4,Milestone S.r.l,
MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03,65,9,,,Milestone S.r.l,
Ride,PC,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03,68,8,4.8,30,Milestone S.r.l,E
Ride,X360,2015,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,,,,,Milestone S.r.l,
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.05,71,19,8,12,Milestone S.r.l,E
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04,71,28,8.1,73,Milestone S.r.l,E
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0,0,0.03,74,5,8.1,7,Milestone S.r.l,E
Ride 2,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,,,8.2,6,Milestone S.r.l,E
Ride 2,PC,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,78,4,7.9,14,Milestone S.r.l,E
Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,63,8,8.2,22,Milestone S.r.l,E
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.07,0,0.01,0.14,,,,,Monkey Bar Games,E
Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0,0.01,0.12,,,,,Monkey Bar Games,E
Ben 10 Galactic Racing,X360,2011,Racing,D3Publisher,0.07,0.02,0,0.01,0.1,,,,,Monkey Bar Games,E
Ben 10 Galactic Racing,PS3,2011,Racing,D3Publisher,0.06,0.02,0,0.01,0.09,,,,,Monkey Bar Games,E
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,0.04,,,3.8,8,Monkey Bar Games,E
MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0,0.03,0.17,68,32,6.1,23,Monumental Games,E
MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01,0.06,72,31,,,Monumental Games,E
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4,86,85,8.2,977,Playground Games,E10+
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.42,0.58,0,0.08,1.08,91,90,7.4,594,Playground Games,E
Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,0.13,0.17,0,0.05,0.35,79,63,8.2,191,Studio Liverpool,E10+
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.19,0,0.08,0.48,77,74,7.7,155,Evolution Studios,T
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.04,0,0.01,0.06,78,39,6.8,123,Evolution Studios,E
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,71,85,6.1,1571,Evolution Studios,E
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0,0.01,0.09,67,34,7.4,110,Evolution Studios,E
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.05,0,0.01,0.06,73,35,6.2,70,Kunos Simulazioni,E
Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.02,63,9,6.7,27,Kunos Simulazioni,E
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81,81,7.7,758,Polyphony Digital,E
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,75,59,7.2,56,Namco Bandai Games,E
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,Ubisoft Reflections,T
Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.37,0,0.07,0.7,80,63,7.6,130,Ubisoft Reflections,T
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,80,11,7,332,Ubisoft Reflections,T
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.16,64,7,6.2,10,Ubisoft Reflections,T
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,83,37,6.6,363,Slightly Mad Studios,E
Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.11,0.13,0,0.02,0.26,81,16,5.8,135,Slightly Mad Studios,E
Project CARS,PC,2015,Racing,Slightly Mad Studios,0,0.12,0,0.01,0.13,83,48,7.1,418,Slightly Mad Studios,E
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,77,22,6.3,40,Codemasters Birmingham,E
F1 2014,PS3,2014,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62,19,4.1,28,Codemasters Birmingham,E
F1 2014,X360,2014,Racing,Codemasters,0.08,0.13,0,0.02,0.23,64,14,4.1,20,Codemasters Birmingham,E
F1 2014,PC,2014,Racing,Codemasters,0,0.09,0,0.01,0.1,61,20,4.8,65,Codemasters Birmingham,E
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,19,14,1.3,433,"Eutechnyx, Deep Silver",M
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,13,4,1,218,"Eutechnyx, Deep Silver",M
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,48,10,4.8,14,Nordic Games Publishing,E
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0,0.03,58,4,3.5,4,Nordic Games Publishing,E
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,3.8,18,Dusenberry Martin Racing,E
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0,0.04,,,1.6,10,Dusenberry Martin Racing,E
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0,0.01,0.08,75,19,8,50,"Milestone, Milestone S.r.l",E
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01,72,4,6.2,14,"Milestone, Milestone S.r.l",E
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0,0.04,0.55,63,43,7.2,24,THQ Digital Studio Phoenix,E
MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.24,0.15,0,0.07,0.46,61,41,6.7,11,THQ Digital Studio Phoenix,E
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44,39,3.7,59,"Namco Bandai Games, Cellius",E10+
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,431,"PLAYGROUND, Playground Games",T
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0,0.06,0.78,,,5.1,116,"Sumo Digital, Playground Games",E10+
The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61,60,5.4,575,"Ubisoft Reflections, Ivory Tower",T
The Crew,XOne,2014,Racing,Ubisoft,0.25,0.34,0,0.05,0.64,64,18,5.9,176,"Ubisoft Reflections, Ivory Tower",T
The Crew,PC,2014,Racing,Ubisoft,0,0.15,0,0.01,0.16,71,12,6.4,463,"Ubisoft Reflections, Ivory Tower",T
Mayhem 3D,PS3,2011,Racing,Evolved Games,0.05,0,0,0.01,0.06,53,5,,,"Left Field Productions, Zoo Games",E10+
Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01,,,,,"Bigben Interactive, Red Wagon Games",E
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,0.04,62,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA",E
Mario Kart 7,3DS,2011,Racing,Nintendo,5.03,4.02,2.69,0.91,12.66,85,73,8.2,632,"Retro Studios, Entertainment Analysis & Development Division",E
FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.3,0.11,1.39,6.65,,,,,,
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,,,,,,
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,,,,,,
FIFA 12,Wii,2011,Sports,Electronic Arts,0.15,0.5,0,0.11,0.76,,,,,,
FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.25,0.02,0.13,0.52,,,,,,
FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0,0.1,0.47,,,,,,
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.04,0.28,0.01,0.09,0.42,,,,,,
FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0,0.05,0.39,,,,,,
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26,,,,,,
Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24,,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,,,,,,
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0,0,0.21,0,0.21,,,,,,
Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,,,,
Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0,0,0.02,0.18,,,5,4,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,
Football Manager 2012,PSP,2011,Sports,Sega,0,0.09,0,0.04,0.13,,,,,,
My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0,0.1,0,0.02,0.12,,,,,,
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12,,,,,,
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.02,0.12,,,,,,
Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1,,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,0.04,0.03,0.01,0.01,0.09,,,,,,
FIFA 12,PS2,2011,Sports,Electronic Arts,0,0.02,0,0.06,0.09,,,,,,
WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0,0.06,0,0.02,0.08,,,,,,
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,,,,,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,,,
Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,,,
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,0,0,0.07,0,0.07,,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0,0.05,0,0.01,0.06,,,,,,
Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,0.05,0,0.01,0.05,,,,,,
Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0,0.04,0,0.01,0.05,,,,,,
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0,0,0,0.04,,,,,,
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04,,,,,,
WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,0,0.03,0,0,0.04,,,,,,
Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games,0,0.02,0,0,0.02,,,,,,
Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02,,,,,,
Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.18,0.64,0.27,0.09,1.18,,,,,,
London 2012: The Official Video Game of the Olympic Games,PS3,2012,Sports,Sega,0.06,0.48,0,0.14,0.67,,,,,,
London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,0.07,0.44,0,0.07,0.58,,,,,,
Pro Yaky? Spirits 2012,PSP,2012,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,,,,
Pro Yaky? Spirits 2012,PS3,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,,,,,,
Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,,,,,,
Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0,0,0.11,0,0.11,,,,,,
Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07,,,,,,
Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0,0,0.04,,,,,,
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,,,,
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,0.04,,,,,,
